user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
220,470818.18,4,429.32,5,cultural,2,8.392168,81.605916,"[44, 56, 87, 81, 52, 78, 60, 68]",13.41,425793.94
221,136701.51,4,281.32,2,historical,1,7.422088,81.131724,"[34, 111, 6, 24, 11]",27.93,109151.04
222,32966.27,3,344.8,6,cultural,3,6.014826,81.308125,"[20, 29, 10, 31, 42, 117, 48, 91, 70]",19.06,20992.04
223,135654.12,14,56.5,2,historical,1,7.863458,80.87349,"[120, 50, 10, 12, 74, 43, 87, 2, 75, 40, 102, 113, 8]",57.33,85197.6
224,107127.36,4,497.47,5,mixed,1,7.456882,79.948285,"[74, 96, 17, 1, 79, 90, 56, 7, 107, 38]",18.59,86495.34
225,117312.11,2,130.81,1,mixed,3,6.508542,79.51854,"[19, 38, 74, 28, 109, 52]",13.59,93067.15
226,486151.05,3,278.16,2,historical,2,9.635368,80.52431,"[97, 91, 39, 119, 100, 60]",10.16,301564.54
227,336189.14,3,360.92,2,adventure,2,8.923324,80.976747,"[95, 116, 15, 112, 57, 49, 53, 105, 106]",9.72,315444.65
228,308256.26,4,184.19,1,relaxation,1,6.653898,80.164194,"[110, 118, 52, 74, 107, 60, 51]",15.88,227180.78
229,31898.2,10,234.84,2,historical,3,8.514598,80.078365,"[8, 38, 73, 51, 53, 113, 81, 46, 9]",32.41,29930.75
230,41030.23,3,472.58,2,historical,3,9.553084,81.431661,"[88, 49, 94, 60, 2, 84, 80, 82, 14]",10.73,26167.16
231,361898.77,5,133.3,1,mixed,2,7.09209,80.072126,"[95, 107, 28, 59]",30.11,339475.75
232,29348.14,4,172.06,6,mixed,2,6.727303,80.204509,"[47, 45, 25, 110, 67, 6, 60, 1, 116, 69, 42, 104]",22.3,22946.03
233,19837.16,4,129.98,4,cultural,2,8.832067,81.089197,"[46, 51, 71, 76, 91, 5, 85, 80, 23, 79, 109, 41]",27.67,18840.28
234,403462.31,4,405.8,2,historical,2,6.27226,81.261005,"[29, 59, 87, 6, 116, 74, 52, 98, 77]",25.4,364057.92
235,98672.8,5,166.6,2,historical,1,6.0343,81.415762,"[83, 44, 54]",25.49,71529.4
236,15096.62,5,498.27,4,mixed,3,9.429848,80.899152,"[72, 49, 41, 97, 68, 2, 117, 20, 111, 66, 104]",28.82,13838.26
237,241477.41,4,282.0,1,cultural,1,6.711532,80.696161,"[45, 6, 81]",31.78,222812.02
238,135543.29,10,320.8,1,wildlife,1,7.027233,81.884242,"[62, 63, 112, 55, 21, 72, 96, 105, 120, 70, 6, 117, 56, 26]",41.36,90473.91
239,31791.54,2,262.66,4,beach,1,9.129271,80.446008,"[14, 3, 109, 68, 31, 49]",8.28,19175.34
240,125146.25,10,348.96,3,wildlife,3,6.625595,79.574468,"[41, 10, 39, 46, 26, 4]",76.9,104003.65
241,76386.49,7,232.36,2,historical,2,8.602059,80.013543,"[97, 24, 8, 92, 107]",29.2,48224.72
242,96009.83,10,246.92,2,adventure,2,6.363383,81.107794,"[85, 3, 89, 100, 111, 93, 120, 73, 21, 16, 96]",50.38,90526.85
243,189880.96,5,233.32,2,historical,2,8.984765,81.456839,"[11, 37, 17, 86, 47, 94, 30, 9, 38, 26, 49]",22.09,168500.94
244,38129.35,2,118.37,6,relaxation,2,8.690305,81.473735,"[105, 53, 89, 100]",8.05,28877.57
245,36825.51,7,217.58,2,wildlife,2,8.090666,79.516471,"[63, 8, 48, 6, 65, 56, 20, 11, 46, 105, 2, 39, 118, 78]",41.28,34418.35
246,162855.28,14,206.4,1,historical,2,7.504031,81.702626,"[61, 90, 44, 2]",66.22,100997.66
247,142336.11,1,221.55,5,relaxation,2,6.756171,79.669339,"[41, 26, 62]",4.65,125459.87
248,273858.14,3,54.11,2,beach,3,8.314176,80.135483,"[44, 87, 43, 82, 102, 36, 66, 25, 96]",14.99,185405.79
249,420724.66,4,294.92,1,wildlife,1,6.163865,79.805691,"[109, 116, 72, 29, 16, 117, 45, 114, 113, 87, 21, 105]",12.12,311782.77
250,475652.2,2,150.82,2,beach,3,9.531438,79.624553,"[3, 16, 35, 15]",6.94,388069.06
251,89054.76,4,104.17,2,relaxation,3,7.49217,79.964563,"[52, 112, 25]",24.72,82223.69
252,43140.67,5,245.27,1,beach,3,8.627312,81.392924,"[92, 9, 18, 61, 33, 84, 63, 26, 107]",20.74,30712.45
253,342537.36,4,396.2,1,adventure,2,6.132057,81.723256,"[111, 18, 45, 1, 94, 91, 13]",12.19,240439.73
254,35513.37,3,211.55,3,mixed,1,8.467373,81.702292,"[57, 61, 74]",21.61,28986.82
255,20472.69,10,132.94,4,historical,2,6.653958,80.502528,"[119, 87, 107]",31.33,16990.08
256,33516.4,4,414.99,2,beach,2,7.192608,80.904941,"[57, 3, 90, 105, 82, 58]",15.4,23001.38
257,136288.66,3,262.02,4,relaxation,3,7.96343,80.352036,"[118, 102, 70]",18.35,110253.31
258,339127.33,4,109.53,2,relaxation,2,6.904993,81.765702,"[103, 47, 86, 59, 64]",23.26,220042.22
259,452595.12,7,479.98,3,beach,3,9.793826,80.888238,"[79, 91, 41, 31, 114, 101, 35, 118]",23.99,388139.14
260,175812.17,1,110.64,2,adventure,2,7.093999,79.64885,"[104, 17, 86]",7.22,139657.19
261,142086.21,3,227.99,1,relaxation,3,8.737506,80.766493,"[17, 108, 40, 27, 54, 37, 39, 19, 18]",13.54,91817.29
262,122564.52,10,445.91,2,wildlife,3,8.599263,79.726191,"[107, 57, 71, 97, 49, 84, 54, 7]",76.32,114066.71
263,43613.04,7,439.08,6,mixed,3,7.249467,80.840945,"[79, 25, 102, 71, 90, 38, 116, 31, 10, 119]",39.99,33574.45
264,400959.55,4,300.24,1,adventure,3,6.513214,80.271137,"[117, 97, 58, 93, 113, 90, 33, 32, 27, 14]",13.82,322333.55
265,47751.18,4,217.83,2,wildlife,2,6.166315,80.1727,"[60, 80, 42, 66, 101, 29, 5, 17, 22]",20.15,41328.94
266,24135.2,1,189.13,1,relaxation,1,9.221188,81.354834,"[4, 37, 118]",7.31,21411.54
267,265748.54,5,327.25,1,beach,1,9.450311,79.690946,"[118, 30, 59, 109, 42]",35.79,168960.43
268,125681.42,2,306.18,2,wildlife,3,6.03451,79.763843,"[86, 21, 115, 34, 5, 75]",15.13,101703.92
269,36165.82,5,263.71,3,mixed,2,6.713419,81.562468,"[105, 12, 5, 96, 1, 58, 46, 13, 106, 64, 29, 116, 75, 15]",36.01,30291.86
270,31760.13,2,450.72,2,adventure,1,9.304331,81.883339,"[6, 33, 83, 100, 69, 81]",8.04,23591.95
271,83643.99,2,89.8,4,mixed,3,9.157568,80.674907,"[103, 37, 16, 75]",12.49,63259.54
272,63674.2,4,420.29,2,beach,1,7.104226,81.849007,"[96, 50, 47, 1, 105, 75, 32, 10, 68, 67, 70, 106]",20.81,59194.01
273,148105.48,10,132.58,8,beach,2,7.713003,81.054929,"[66, 101, 15, 59, 89]",69.85,111780.2
274,12598.1,5,173.05,6,wildlife,2,9.087553,80.018724,"[99, 18, 30, 77, 89, 93]",30.41,8076.03
275,77182.49,3,419.22,2,relaxation,3,8.160457,79.699778,"[60, 44, 101, 42, 75, 23]",21.24,51236.77
276,255909.66,2,349.46,8,beach,1,8.152295,80.571841,"[111, 85, 41, 74, 6, 106]",10.94,196769.37
277,295494.05,10,175.79,4,mixed,2,8.135851,80.304595,"[26, 52, 114, 89, 48]",45.11,185479.53
278,79113.86,3,157.85,3,cultural,2,8.667069,80.911891,"[22, 119, 19, 26, 75, 70, 95, 57, 21]",10.89,66988.31
279,105925.8,4,418.67,2,mixed,2,9.071981,80.395268,"[85, 97, 20, 28, 34]",16.23,80934.33
280,136074.42,4,401.03,2,relaxation,3,8.055205,80.623174,"[101, 73, 80, 104]",13.7,124338.18
281,296034.04,2,224.56,2,adventure,2,8.535506,79.824393,"[6, 86, 102, 62, 59, 55]",13.43,221558.31
282,28998.68,3,434.69,1,adventure,1,6.773861,80.718905,"[88, 53, 18, 114, 90]",12.16,26354.16
283,86564.94,5,216.46,2,wildlife,2,8.057856,80.87303,"[35, 69, 50, 114, 40, 38, 4, 31, 84]",39.93,60247.49
284,398924.95,5,178.93,2,mixed,2,9.215811,81.252536,"[25, 88, 102, 53, 92, 74, 40, 56, 57, 115, 70, 3, 21]",25.47,279402.21
285,120841.91,5,238.57,2,relaxation,3,6.463064,81.320978,"[82, 26, 108, 8, 22]",39.79,87251.92
286,18175.93,2,390.08,2,cultural,1,8.703434,81.693637,"[104, 84, 32, 105, 69]",9.12,15024.28
287,122140.44,5,275.16,2,relaxation,1,8.32035,81.518537,"[82, 17, 53, 70, 89, 74, 105, 104]",26.45,74990.1
288,140922.28,5,171.55,2,relaxation,2,7.286822,79.520149,"[96, 72, 10, 63, 105, 116, 114, 77, 60, 73, 109, 92, 108]",25.02,100636.94
289,292057.69,5,275.39,8,mixed,2,7.555126,81.521458,"[44, 81, 76, 61, 2, 67, 118, 73, 26, 12, 37, 111]",36.29,185590.37
290,274341.63,3,187.95,2,adventure,3,6.97292,81.020076,"[66, 98, 14, 40, 97, 92, 67, 15, 12]",21.0,194348.01
291,15708.31,14,400.84,2,historical,2,7.74952,80.077056,"[113, 20, 67, 14, 12, 64, 3, 109, 6, 31, 91, 81]",97.58,12167.8
292,169258.09,7,308.01,1,wildlife,2,9.338728,81.647625,"[57, 115, 37, 118, 12, 85, 16, 42]",42.2,159023.88
293,35570.5,3,153.82,2,adventure,3,7.983566,80.031529,"[3, 117, 70, 84, 97, 99, 114, 111]",23.61,24222.5
294,260764.62,1,284.96,2,adventure,1,9.65569,81.409355,"[8, 39, 43]",6.7,243112.77
295,14309.69,5,488.47,3,adventure,1,7.843752,81.035978,"[58, 94, 91]",28.57,13326.29
296,45619.85,2,209.28,2,beach,1,8.493299,80.520179,"[69, 21, 57, 105]",14.43,42242.31
297,246585.41,2,121.61,1,cultural,3,9.617218,81.34121,"[58, 51, 40, 33, 107, 34]",14.07,155399.66
298,471802.56,2,107.23,1,mixed,2,9.379086,79.891241,"[12, 25, 53, 70, 10, 105]",14.19,365980.36
299,125387.05,5,273.66,3,adventure,3,9.043512,80.339687,"[72, 9, 5, 20, 94, 48, 41, 106]",24.84,103770.78
300,53638.96,4,105.97,3,historical,2,7.683264,79.659691,"[64, 117, 76, 97, 51]",25.84,45887.46
301,458819.49,5,236.3,2,cultural,2,9.695097,81.214581,"[49, 55, 37, 51, 1, 102, 3, 88, 32, 105]",18.15,391118.54
302,351360.02,4,494.36,1,historical,1,6.066261,81.126392,"[8, 72, 62, 13, 40, 52, 37, 7, 60, 49, 76, 95]",28.64,292288.74
303,208850.85,7,217.77,5,cultural,2,8.540165,80.825128,"[108, 77, 94, 15, 97, 39]",46.85,133400.52
304,94941.2,10,154.42,1,wildlife,3,8.92679,80.24957,"[105, 24, 111, 16, 17, 47, 19, 73, 76, 18, 55, 78, 21, 118]",72.36,60855.3
305,383378.68,10,422.39,1,mixed,2,7.510619,81.258846,"[75, 7, 73, 68, 108, 120, 87, 96, 31, 55, 103, 86, 79, 29]",74.76,253853.77
306,328293.3,4,416.95,2,adventure,3,8.445026,79.626809,"[64, 3, 33, 105, 67, 35, 100, 108, 54, 31]",25.04,233254.05
307,76658.74,3,378.45,1,mixed,1,7.73068,80.12303,"[13, 116, 66, 99, 102, 30, 104, 98, 19]",21.26,46338.6
308,38998.93,2,446.01,2,wildlife,3,7.850574,81.468704,"[35, 105, 9, 103, 47, 44]",14.44,34726.08
309,18314.32,14,466.57,4,relaxation,3,8.992418,80.652799,"[42, 29, 110, 3, 53, 78, 10, 109, 44, 48, 119, 65]",90.06,12065.94
310,51736.56,3,381.16,3,wildlife,2,6.288018,79.712449,"[22, 52, 118, 19, 39, 21, 83, 117, 5]",11.99,40536.35
311,27889.57,5,344.08,6,historical,2,6.30246,80.136928,"[1, 75, 100, 50, 97, 62, 74, 70, 5, 107]",16.32,24044.8
312,140804.34,7,210.0,1,adventure,3,6.31387,79.746384,"[37, 85, 104, 6, 106, 71, 53]",34.65,104336.0
313,20199.37,4,99.17,1,wildlife,1,6.131364,79.716778,"[89, 70, 42, 18, 55, 87, 80, 84, 71, 22, 17]",12.37,18066.37
314,328497.14,3,227.83,2,beach,1,7.005116,81.311381,"[18, 14, 40, 86, 89, 20, 52, 114, 49]",15.07,265311.45
315,366344.16,5,150.52,2,mixed,1,7.760614,81.845601,"[30, 118, 91, 63, 14, 77, 24]",32.27,278426.06
316,172740.88,3,476.88,3,beach,2,8.79227,79.905286,"[93, 23, 68, 119, 19, 3, 116, 66, 104]",19.64,134889.46
317,158073.97,4,277.58,3,adventure,3,5.923774,79.989585,"[82, 110, 8, 120, 98]",14.88,123082.53
318,108529.26,4,75.58,3,wildlife,3,8.38331,79.742675,"[45, 107, 58, 76]",29.65,75635.17
319,71623.73,4,165.96,2,mixed,1,7.649689,80.637681,"[14, 6, 17, 15, 92, 66, 41, 107, 40, 19, 9, 83]",24.49,64764.05
320,93315.66,7,490.65,5,adventure,1,8.781522,80.325548,"[79, 31, 85, 111, 48, 67, 20, 73, 110, 77, 80, 7, 113, 69]",54.02,82275.95
321,69422.52,3,277.43,1,wildlife,2,8.956879,81.181031,"[50, 103, 47, 48, 91]",13.35,64886.44
322,27681.55,5,248.18,4,historical,3,9.46269,79.676526,"[53, 3, 70, 74]",18.27,18728.38
323,445300.27,5,110.9,2,relaxation,2,8.450851,81.256756,"[45, 54, 25]",16.86,395635.42
324,251207.77,7,211.86,3,wildlife,2,8.820694,80.55217,"[52, 118, 32, 22, 114, 23, 107, 77, 62, 116, 12, 99, 96, 109]",26.49,202871.95
325,38423.49,2,188.93,2,beach,2,6.179305,80.234536,"[22, 119, 15]",12.61,25631.73
326,168853.59,1,68.14,5,wildlife,2,9.128086,80.797842,"[79, 77, 118]",5.81,133033.95
327,49420.5,2,72.27,1,relaxation,3,9.658866,81.404856,"[115, 88, 69, 54, 79, 66]",7.01,37278.57
328,223924.65,2,381.48,1,mixed,1,7.929181,79.938041,"[92, 118, 1, 76, 15, 61]",8.88,177222.3
329,87523.84,2,117.24,1,wildlife,2,8.188195,79.797261,"[30, 37, 115, 53, 21, 15]",10.62,59945.2
330,412742.22,2,139.17,4,mixed,3,7.030961,80.956156,"[99, 16, 113, 66, 32, 88]",9.46,283011.74
331,20662.64,4,300.07,1,wildlife,3,6.892482,79.570494,"[13, 79, 15, 70, 105]",26.05,15083.58
332,10015.63,4,290.75,3,adventure,3,9.749215,80.405043,"[119, 54, 102, 39, 11, 103]",19.9,6928.23
333,25688.61,4,174.98,3,beach,1,8.514809,81.796599,"[63, 107, 89, 80, 57, 88, 62, 53, 36]",20.9,15440.45
334,203632.91,2,370.43,3,cultural,2,6.479456,79.899972,"[104, 113, 109, 65, 13, 99]",11.54,147121.51
335,112389.93,2,335.88,2,cultural,1,7.819255,80.819133,"[24, 58, 102, 32, 7, 15]",15.75,103360.87
336,79241.15,2,59.46,2,mixed,2,8.639929,80.096028,"[82, 3, 93, 45, 64, 47]",12.42,47579.36
337,438748.81,3,217.37,2,wildlife,2,7.158537,80.837892,"[115, 53, 16, 43, 103, 78, 120, 45, 90]",23.07,381772.35
338,46178.99,3,324.31,2,mixed,1,8.129893,81.154964,"[33, 16, 64, 96, 25, 40, 71, 103, 98]",16.35,36643.08
339,486198.31,3,146.07,2,wildlife,2,7.607381,81.556635,"[114, 68, 38, 85, 100, 113, 110, 92, 62]",20.81,396508.75
340,93258.78,3,238.26,4,adventure,1,7.96913,81.654044,"[36, 92, 116, 34, 11]",18.41,82996.56
341,110818.88,4,180.02,2,beach,1,7.819584,80.147804,"[108, 91, 35, 113, 42, 25]",31.45,84563.95
342,203431.94,2,209.17,1,mixed,1,9.408558,81.346547,"[60, 106, 111, 109, 26]",12.01,133067.81
343,108246.57,5,244.02,2,adventure,3,6.606192,79.582587,"[52, 17, 76, 20, 105, 50, 82]",20.8,73358.89
344,218515.97,4,267.65,2,beach,2,5.946883,80.345749,"[40, 86, 46, 108, 104, 52, 44, 26, 53, 83, 101, 1]",26.08,190240.6
345,55637.8,3,73.37,4,beach,3,7.77265,81.613748,"[94, 8, 90, 110, 46, 28, 43, 20, 120]",9.24,37522.16
346,39561.26,14,438.69,2,historical,3,6.853143,80.972766,"[16, 23, 94]",64.57,29732.86
347,337746.58,3,151.88,1,beach,1,7.859751,81.713713,"[35, 95, 36, 53, 27, 7, 48, 5, 75]",15.56,308218.51
348,323545.3,4,162.19,1,cultural,1,8.331455,80.906959,"[9, 61, 108, 90, 83, 19, 5, 34, 27]",24.25,228777.52
349,23889.78,3,75.28,2,adventure,1,6.610442,81.824574,"[94, 14, 77, 106, 70, 97]",15.01,17647.36
350,31190.0,5,409.13,3,adventure,1,6.9978,79.604108,"[62, 105, 28, 1, 94, 120, 91, 115, 85, 15, 25, 80, 19]",30.66,25981.65
351,30276.49,5,268.92,2,mixed,1,7.283284,80.746827,"[13, 89, 98, 19, 113, 20, 4]",35.31,23092.13
352,19530.51,2,441.78,5,relaxation,2,6.035588,80.542675,"[63, 79, 40]",6.79,15852.09
353,21734.79,3,203.52,2,mixed,3,5.941076,80.020287,"[13, 80, 67, 88, 39, 70, 16]",16.5,20105.47
354,132491.78,3,153.18,3,cultural,2,6.570259,81.583682,"[64, 66, 40, 7]",20.54,102036.29
355,354215.33,4,436.29,1,adventure,3,8.81036,80.495489,"[9, 105, 17, 68, 66, 104, 1, 91, 73]",19.0,230726.22
356,13506.45,10,462.71,3,relaxation,2,9.354007,80.997643,"[109, 29, 66, 108, 19, 22, 42, 25]",55.26,10948.75
357,138480.35,1,353.34,3,wildlife,3,8.819251,79.571258,"[10, 94, 2]",4.16,89980.62
358,478545.16,3,124.47,4,beach,3,7.539454,80.178737,"[92, 40, 78]",13.06,357300.46
359,14255.04,5,346.88,5,mixed,3,7.009313,81.705846,"[76, 106, 51, 19, 38, 94, 24]",31.97,11044.63
360,126698.36,2,473.23,1,beach,3,8.774166,81.081856,"[53, 103, 74, 49, 10, 76]",11.74,108026.62
361,33214.75,7,265.85,5,mixed,3,6.865173,80.80442,"[39, 89, 75, 55, 23, 92, 2, 81]",46.1,21573.86
362,67763.9,1,496.35,1,wildlife,3,9.530548,81.805215,"[97, 29, 27]",5.66,58410.62
363,387485.1,3,283.46,2,relaxation,3,7.636081,81.339635,"[2, 101, 70, 106, 56, 92, 19, 94]",9.06,264079.05
364,185043.54,7,141.19,2,historical,1,7.893707,81.192262,"[26, 43, 55, 103, 94, 91, 119, 78, 89, 114, 79, 33]",41.07,132098.78
365,283746.47,4,228.27,2,relaxation,3,8.855824,80.667686,"[26, 36, 109, 20, 25, 53, 23, 27, 111, 108, 70]",14.64,196454.39
366,41062.33,4,74.95,3,historical,3,8.6497,81.270537,"[6, 49, 69, 33, 62, 44, 1, 25, 57, 117, 7, 76]",19.02,24888.59
367,74499.27,1,275.55,4,historical,1,9.16612,80.264239,"[61, 74, 66]",5.34,57490.33
368,20068.66,4,479.1,3,wildlife,2,7.760128,80.247211,"[74, 96, 83, 71, 109, 61, 46, 60, 48, 29]",31.05,18338.64
369,246949.4,1,324.33,2,wildlife,1,7.961534,80.531652,"[71, 37, 102]",6.46,185453.16
370,106810.67,7,430.22,1,beach,1,5.948061,81.667545,"[23, 107, 83, 62]",29.22,100064.69
371,134251.82,2,461.35,3,adventure,1,8.066877,80.083692,"[85, 92, 81]",14.36,83010.23
372,223809.52,5,345.63,1,cultural,1,9.596352,81.197713,"[15, 112, 81, 77, 5, 9, 76, 22]",20.22,208483.41
373,108147.02,7,107.32,2,beach,1,5.954908,79.803133,"[59, 15, 68, 69, 80, 105, 19, 22, 116, 119, 95, 45, 58, 47]",30.44,83160.34
374,28478.63,4,157.08,2,beach,1,6.504551,80.443949,"[49, 103, 53, 25, 99]",12.97,26964.78
375,58455.81,2,229.18,2,mixed,1,6.584167,80.275858,"[119, 67, 72, 54, 106, 83]",7.05,44184.22
376,91431.64,5,350.51,5,adventure,3,6.126061,80.252482,"[16, 35, 98, 109, 85, 62, 48, 51]",33.9,70779.47
377,75225.11,7,319.64,1,mixed,3,8.64617,79.563552,"[90, 114, 102, 83, 47, 58, 5, 61, 98, 99, 41, 22, 110]",43.09,64816.91
378,111130.78,5,440.79,2,historical,2,9.699048,79.649367,"[96, 116, 11, 79, 93, 16]",25.97,90113.22
379,23491.45,10,179.57,3,historical,1,8.964318,80.396677,"[75, 120, 20, 68, 55, 85, 66, 65, 77, 52, 28, 37, 47, 53]",38.48,14879.86
380,127172.24,2,407.62,1,wildlife,1,7.863167,80.132858,"[19, 62, 105, 99, 47, 7]",15.97,98507.64
381,300106.05,1,228.65,3,beach,3,6.094183,81.479752,"[26, 72, 84]",7.26,215613.58
382,43356.16,3,373.0,3,mixed,3,7.864647,81.793526,"[61, 4, 34, 53]",23.17,29893.59
383,346696.01,2,156.68,8,wildlife,1,6.505822,80.8159,"[48, 10, 85, 119, 46, 117]",15.41,221704.95
384,94914.12,14,271.19,4,mixed,1,6.635441,79.59742,"[49, 84, 38, 112, 83, 1, 111, 29, 72]",88.03,85457.42
385,62709.37,4,326.11,1,wildlife,3,5.921719,81.129587,"[103, 60, 100, 22, 99, 32, 10, 59, 47, 41, 57, 9]",20.51,46539.46
386,84053.66,4,106.6,1,relaxation,1,9.498505,80.657823,"[69, 18, 117, 1, 111, 13, 59, 17, 37, 86, 41, 27]",26.06,75110.62
387,72619.46,4,231.0,2,mixed,1,8.028617,79.661896,"[115, 3, 38, 65, 66, 13, 71, 58, 64, 40, 7]",22.36,62292.91
388,335108.21,4,482.4,1,mixed,1,9.797771,80.405183,"[92, 96, 78, 58, 65, 102, 35, 18, 81, 98]",21.67,228715.12
389,288464.65,10,290.54,3,adventure,2,7.027756,79.590314,"[34, 100, 101, 82, 69, 109, 41, 68, 50, 40, 45, 94, 117, 98]",71.47,175150.97
390,126300.6,4,140.06,4,beach,2,9.147359,80.665873,"[54, 33, 64, 55, 31]",30.44,97648.12
391,122664.6,2,153.09,2,relaxation,2,7.681878,79.588667,"[75, 92, 26, 49, 11, 24]",14.94,79634.56
392,145169.84,1,475.84,3,relaxation,1,9.174365,80.519672,"[118, 1, 59]",4.92,136236.34
393,157200.86,7,222.42,1,adventure,3,9.62783,80.896442,"[71, 69, 49, 44]",31.33,137008.21
394,68441.93,1,393.38,2,historical,1,9.224082,79.966551,"[103, 87, 101]",3.2,51214.95
395,34738.11,4,317.81,2,historical,2,8.967473,80.67729,"[8, 89, 12, 47]",17.15,32406.47
396,60867.55,3,57.98,3,relaxation,2,8.483398,80.09669,"[38, 72, 51, 31, 37, 57, 79, 89, 11]",12.35,44733.95
397,64319.87,4,175.07,6,mixed,1,9.269998,79.722919,"[31, 10, 26, 89, 12, 22, 35, 15, 27, 113, 102, 53]",15.26,48224.22
398,117618.63,2,311.0,1,mixed,2,6.006795,81.847428,"[113, 98, 46, 25, 16, 119]",9.66,80580.49
399,304266.07,3,401.06,2,beach,1,9.681408,80.509985,"[36, 7, 51, 66, 68, 13, 8, 38, 114]",23.94,265724.09
400,404042.48,4,315.19,1,relaxation,1,9.587925,81.33401,"[48, 115, 34, 52, 58, 3, 88, 75, 28]",30.94,280775.05
401,114792.39,4,228.39,1,wildlife,1,7.179264,81.343684,"[27, 88, 5]",23.94,99210.55
402,304315.88,1,158.76,2,cultural,2,8.133856,80.635676,"[14, 49, 15]",4.8,200587.86
403,429161.38,10,410.78,1,adventure,3,6.179035,81.307702,"[60, 82, 32, 48, 80, 21, 17]",34.34,346991.61
404,478731.89,5,237.7,2,mixed,3,8.085095,80.555778,"[72, 1, 86, 28, 17, 93, 64]",35.27,331149.58
405,380828.95,10,199.26,5,cultural,3,9.213162,81.498549,"[91, 65, 59, 63, 70, 26, 31, 62, 20, 72, 56]",56.89,307333.07
406,166671.99,5,346.08,1,cultural,1,6.7336,80.180655,"[74, 108, 14, 73, 80, 91]",31.33,106079.31
407,46915.91,1,319.99,1,adventure,2,7.168864,81.204308,"[17, 53, 66]",4.08,43701.68
408,38138.91,2,250.66,4,mixed,1,9.546623,80.91566,"[26, 96, 61, 114]",13.12,33943.07
409,40461.64,7,432.38,4,cultural,1,6.966333,81.143273,"[40, 17, 57, 31, 29, 22, 76]",43.68,25763.35
410,495879.84,1,371.58,2,historical,3,6.362432,81.577183,"[63, 39, 46]",4.73,382568.14
411,53616.39,5,217.98,5,wildlife,1,8.045891,81.863155,"[70, 23, 72, 3, 73, 67, 117, 20, 114, 110, 7]",24.04,44814.15
412,126336.4,5,499.95,2,cultural,2,5.940238,79.56265,"[41, 82, 120, 6]",22.64,102190.91
413,77922.77,1,106.46,1,beach,2,8.260908,80.140498,"[97, 56, 78]",3.39,67140.74
414,262756.32,7,103.16,2,wildlife,1,6.358792,80.804574,"[34, 3, 100]",40.55,177891.31
415,68608.33,2,100.69,3,adventure,3,6.262099,81.522756,"[85, 43, 55]",7.19,41353.15
416,69610.07,7,52.67,2,beach,3,7.741707,80.708579,"[94, 119, 85, 33, 74, 22]",44.74,43819.21
417,138784.22,2,70.46,2,relaxation,2,6.461561,81.738346,"[86, 65, 39, 108, 17, 27]",12.33,111066.3
418,110675.57,3,491.39,2,beach,1,7.477595,81.459502,"[113, 116, 1, 80, 6, 103, 70]",23.63,80605.52
419,379970.6,2,138.57,1,cultural,3,6.017194,79.682101,"[106, 26, 14, 50, 38, 100]",14.84,286561.55
420,429715.94,2,399.29,8,historical,2,9.700401,81.739259,"[102, 40, 108, 12, 29, 38]",7.15,291710.78
421,34310.8,7,326.27,4,cultural,2,9.329191,80.931362,"[100, 89, 76, 7, 114, 91, 37, 71, 92, 14, 13, 119]",46.43,22830.51
422,383114.47,4,221.84,1,wildlife,1,8.601554,80.996117,"[63, 82, 17, 113, 78, 101, 45, 34, 66, 96, 98]",29.24,336546.6
423,132331.53,5,229.0,5,mixed,3,6.135259,79.648943,"[65, 15, 23, 88, 89, 90, 48, 64, 113]",16.54,123515.32
424,157201.86,3,377.22,2,beach,3,6.815211,80.163048,"[60, 74, 72, 100, 68, 66, 15, 91, 75]",11.38,143642.23
425,132904.32,3,446.92,1,cultural,1,7.19754,80.964483,"[21, 17, 37, 8, 74, 120, 100, 63, 99]",22.0,94827.77
426,85220.64,5,451.66,2,adventure,2,6.639918,79.770204,"[98, 109, 78, 53]",23.77,52171.05
427,270999.65,1,417.4,1,relaxation,2,8.141124,80.694897,"[96, 95, 8]",4.84,201461.45
428,24240.34,1,119.2,1,wildlife,3,8.459664,81.723508,"[108, 79, 120]",6.55,15119.45
429,70715.86,4,112.75,2,beach,2,7.383441,80.617398,"[18, 37, 95, 91, 54, 76, 104, 120, 23]",29.66,55345.47
430,81497.65,3,128.35,1,historical,2,9.135686,80.465083,"[38, 8, 47, 99, 52]",17.41,55678.91
431,85199.11,2,153.83,2,adventure,3,7.802374,79.94479,"[85, 117, 30, 111, 4]",15.97,77753.76
432,129547.35,4,306.08,3,cultural,2,5.939081,81.589905,"[42, 24, 45, 86, 38, 79, 76, 59, 66, 118]",21.44,102746.65
433,58196.39,4,277.62,2,beach,2,8.26246,80.48566,"[116, 52, 88, 111, 33, 94, 12, 4, 1]",14.47,45050.16
434,91054.84,10,170.73,2,mixed,1,6.315072,80.643149,"[36, 62, 51, 20, 86, 110, 67, 89]",79.31,78503.3
435,15815.35,10,479.99,2,beach,3,6.868304,79.725562,"[18, 54, 56, 13, 80, 118, 82]",33.86,13667.86
436,70718.26,3,111.71,2,cultural,1,9.224672,79.718402,"[47, 25, 29, 104]",20.6,58850.46
437,68598.7,14,50.95,2,wildlife,2,6.886117,81.347956,"[31, 111, 10, 104, 17, 93, 47, 117, 20, 57, 6, 21, 35, 76]",60.14,58877.96
